County name,State,Urban Rural Code,Deaths involving COVID-19
Sheridan County,MT,Noncore,
Silver Bow County,MT,Micropolitan,142
Stillwater County,MT,Noncore,
Sweet Grass County,MT,Noncore,
Teton County,MT,Noncore,
Toole County,MT,Noncore,
Valley County,MT,Noncore,29
Wheatland County,MT,Noncore,
Wibaux County,MT,Noncore,
Yellowstone County,MT,Small metro,1088
Alamance County,NC,Small metro,393
Alexander County,NC,Medium metro,38
Alleghany County,NC,Noncore,19
Anson County,NC,Noncore,45
Ashe County,NC,Noncore,96
Avery County,NC,Noncore,20
Beaufort County,NC,Micropolitan,180
Bertie County,NC,Noncore,27
Bladen County,NC,Noncore,39
Brunswick County,NC,Medium metro,244
Buncombe County,NC,Medium metro,1151
Burke County,NC,Medium metro,395
Cabarrus County,NC,Large fringe metro,839
Caldwell County,NC,Medium metro,326
Camden County,NC,Micropolitan,
Carteret County,NC,Micropolitan,166
Caswell County,NC,Noncore,21
Catawba County,NC,Medium metro,906
Chatham County,NC,Medium metro,119
Cherokee County,NC,Noncore,101
Chowan County,NC,Noncore,81
Clay County,NC,Noncore,37
Cleveland County,NC,Micropolitan,585
Columbus County,NC,Noncore,201
Craven County,NC,Small metro,368
Cumberland County,NC,Medium metro,950
Currituck County,NC,Large fringe metro,13
Dare County,NC,Micropolitan,22
Davidson County,NC,Medium metro,408
Davie County,NC,Medium metro,51
Duplin County,NC,Noncore,146
Durham County,NC,Medium metro,868
Edgecombe County,NC,Small metro,178
Forsyth County,NC,Medium metro,1903
Franklin County,NC,Large fringe metro,45
Gaston County,NC,Large fringe metro,977
Gates County,NC,Large fringe metro,10
Graham County,NC,Noncore,
Granville County,NC,Micropolitan,107
Greene County,NC,Noncore,14
Guilford County,NC,Medium metro,1896
Halifax County,NC,Micropolitan,177
Harnett County,NC,Micropolitan,275
Haywood County,NC,Medium metro,221
Henderson County,NC,Medium metro,484
Hertford County,NC,Noncore,139
Hoke County,NC,Medium metro,74
Hyde County,NC,Noncore,
Iredell County,NC,Large fringe metro,648
Jackson County,NC,Micropolitan,116
Johnston County,NC,Large fringe metro,370
Jones County,NC,Small metro,11
Lee County,NC,Micropolitan,128
Lenoir County,NC,Micropolitan,251
Lincoln County,NC,Large fringe metro,230
McDowell County,NC,Micropolitan,104
Macon County,NC,Noncore,106
Madison County,NC,Medium metro,40
Martin County,NC,Noncore,35
Mecklenburg County,NC,Large central metro,2964
Mitchell County,NC,Noncore,92
Montgomery County,NC,Noncore,34
Moore County,NC,Micropolitan,739
Nash County,NC,Small metro,367
New Hanover County,NC,Medium metro,851
Northampton County,NC,Micropolitan,31
Onslow County,NC,Small metro,337
Orange County,NC,Medium metro,491
Pamlico County,NC,Small metro,10
Pasquotank County,NC,Micropolitan,231
Pender County,NC,Medium metro,41
Perquimans County,NC,Micropolitan,10
Person County,NC,Medium metro,79
Pitt County,NC,Small metro,798
Polk County,NC,Noncore,55
Randolph County,NC,Medium metro,292
Richmond County,NC,Micropolitan,176
Robeson County,NC,Micropolitan,413
Rockingham County,NC,Medium metro,233
Rowan County,NC,Large fringe metro,592
Rutherford County,NC,Micropolitan,313
Sampson County,NC,Noncore,118
Scotland County,NC,Micropolitan,282
Stanly County,NC,Micropolitan,160
Stokes County,NC,Medium metro,54
Surry County,NC,Micropolitan,495
Swain County,NC,Noncore,23
Transylvania County,NC,Micropolitan,71
Tyrrell County,NC,Micropolitan,
Union County,NC,Large fringe metro,494
Vance County,NC,Micropolitan,190
Wake County,NC,Large central metro,1933
Warren County,NC,Noncore,
Washington County,NC,Noncore,35
Watauga County,NC,Micropolitan,147
Wayne County,NC,Small metro,510
Wilkes County,NC,Micropolitan,226
Wilson County,NC,Micropolitan,335
Yadkin County,NC,Medium metro,38
Yancey County,NC,Noncore,35
Adams County,ND,Noncore,21
Barnes County,ND,Noncore,39
Benson County,ND,Noncore,
Bottineau County,ND,Noncore,15
Bowman County,ND,Noncore,
Burleigh County,ND,Small metro,538
Cass County,ND,Small metro,1037
Cavalier County,ND,Noncore,
Dickey County,ND,Noncore,33
Divide County,ND,Noncore,
Dunn County,ND,Noncore,
Eddy County,ND,Noncore,
Emmons County,ND,Noncore,
Foster County,ND,Noncore,19
Grand Forks County,ND,Small metro,230
Grant County,ND,Noncore,12
Griggs County,ND,Noncore,
Hettinger County,ND,Noncore,
Kidder County,ND,Noncore,
LaMoure County,ND,Noncore,15
Logan County,ND,Noncore,
McHenry County,ND,Micropolitan,19
McIntosh County,ND,Noncore,
McKenzie County,ND,Noncore,
McLean County,ND,Noncore,38
Mercer County,ND,Noncore,
Morton County,ND,Small metro,59
Mountrail County,ND,Noncore,
Nelson County,ND,Noncore,16
Pembina County,ND,Noncore,13
Pierce County,ND,Noncore,32
Ramsey County,ND,Noncore,47
Ransom County,ND,Noncore,29
Renville County,ND,Micropolitan,10
Richland County,ND,Micropolitan,
Rolette County,ND,Noncore,20
Stark County,ND,Micropolitan,78
Steele County,ND,Noncore,
Stutsman County,ND,Micropolitan,81
Towner County,ND,Noncore,
Traill County,ND,Noncore,22
Walsh County,ND,Noncore,33
Ward County,ND,Micropolitan,344
Wells County,ND,Noncore,11
Williams County,ND,Micropolitan,47
Adams County,NE,Micropolitan,119
Antelope County,NE,Noncore,13
Boone County,NE,Noncore,16
Box Butte County,NE,Noncore,22
Boyd County,NE,Noncore,
Brown County,NE,Noncore,
Buffalo County,NE,Micropolitan,235
Burt County,NE,Noncore,13
Butler County,NE,Noncore,
Cass County,NE,Medium metro,28
Cedar County,NE,Noncore,23
Chase County,NE,Noncore,
Cherry County,NE,Noncore,
Cheyenne County,NE,Noncore,28
Clay County,NE,Noncore,13
Colfax County,NE,Noncore,
Cuming County,NE,Noncore,33
Custer County,NE,Noncore,10
Dakota County,NE,Small metro,29
Dawes County,NE,Noncore,25
Dawson County,NE,Micropolitan,54
Deuel County,NE,Noncore,
Dixon County,NE,Small metro,
Dodge County,NE,Micropolitan,135
Douglas County,NE,Medium metro,1903
Dundy County,NE,Noncore,
Fillmore County,NE,Noncore,16
Franklin County,NE,Noncore,
Frontier County,NE,Noncore,
Furnas County,NE,Noncore,
Gage County,NE,Micropolitan,55
Garden County,NE,Noncore,
Garfield County,NE,Noncore,
Gosper County,NE,Micropolitan,
Greeley County,NE,Noncore,
Hall County,NE,Small metro,237
Hamilton County,NE,Small metro,26
Harlan County,NE,Noncore,
Hitchcock County,NE,Noncore,
Holt County,NE,Noncore,17
Howard County,NE,Small metro,17
Jefferson County,NE,Noncore,
Johnson County,NE,Noncore,14
Kearney County,NE,Micropolitan,
Keith County,NE,Noncore,22
Keya Paha County,NE,Noncore,
Kimball County,NE,Noncore,10
Knox County,NE,Noncore,11
Lancaster County,NE,Medium metro,829
Lincoln County,NE,Micropolitan,186
Madison County,NE,Micropolitan,135
Merrick County,NE,Small metro,10
Morrill County,NE,Noncore,24
Nance County,NE,Noncore,13
Nemaha County,NE,Noncore,27
Nuckolls County,NE,Noncore,18
Otoe County,NE,Noncore,19
Pawnee County,NE,Noncore,
Perkins County,NE,Noncore,16
Phelps County,NE,Noncore,25
Pierce County,NE,Micropolitan,21
Platte County,NE,Micropolitan,76
Polk County,NE,Noncore,22
Red Willow County,NE,Noncore,29
Richardson County,NE,Noncore,20
Rock County,NE,Noncore,
Saline County,NE,Noncore,
Sarpy County,NE,Medium metro,187
Saunders County,NE,Medium metro,28
Scotts Bluff County,NE,Micropolitan,195
Seward County,NE,Medium metro,26
Sheridan County,NE,Noncore,26
Sherman County,NE,Noncore,
Sioux County,NE,Micropolitan,
Stanton County,NE,Micropolitan,
Thayer County,NE,Noncore,11
Thurston County,NE,Noncore,12
Valley County,NE,Noncore,
Washington County,NE,Medium metro,33
Wayne County,NE,Noncore,19
Webster County,NE,Noncore,
York County,NE,Noncore,18
Belknap County,NH,Micropolitan,175
Carroll County,NH,Noncore,54
Cheshire County,NH,Micropolitan,134
Coos County,NH,Micropolitan,118
Grafton County,NH,Micropolitan,171
Hillsborough County,NH,Medium metro,1042
Merrimack County,NH,Micropolitan,321
Rockingham County,NH,Large fringe metro,468
Strafford County,NH,Large fringe metro,247
Sullivan County,NH,Micropolitan,45
Atlantic County,NJ,Medium metro,1024
Bergen County,NJ,Large fringe metro,4029
Burlington County,NJ,Large fringe metro,1240
Camden County,NJ,Large fringe metro,2003
Cape May County,NJ,Small metro,259
Cumberland County,NJ,Small metro,614
Essex County,NJ,Large central metro,3894
Gloucester County,NJ,Large fringe metro,923
Hudson County,NJ,Large central metro,2146
Hunterdon County,NJ,Large fringe metro,278
Mercer County,NJ,Medium metro,1188
Middlesex County,NJ,Large fringe metro,3198
Monmouth County,NJ,Large fringe metro,2417
Morris County,NJ,Large fringe metro,2098
Ocean County,NJ,Large fringe metro,2636
Passaic County,NJ,Large fringe metro,2003
Salem County,NJ,Large fringe metro,166
Somerset County,NJ,Large fringe metro,842
Sussex County,NJ,Large fringe metro,371
Union County,NJ,Large central metro,2105
Warren County,NJ,Medium metro,356
Bernalillo County,NM,Medium metro,3197
Catron County,NM,Noncore,
Chaves County,NM,Micropolitan,330
Cibola County,NM,Micropolitan,108
Colfax County,NM,Noncore,44
Curry County,NM,Micropolitan,181
De Baca County,NM,Noncore,
Dona Ana County,NM,Small metro,911
Eddy County,NM,Micropolitan,185
Grant County,NM,Micropolitan,59
Guadalupe County,NM,Noncore,
Hidalgo County,NM,Noncore,
Lea County,NM,Micropolitan,206
Lincoln County,NM,Noncore,55
Los Alamos County,NM,Micropolitan,25
Luna County,NM,Micropolitan,53
McKinley County,NM,Micropolitan,304
Mora County,NM,Noncore,
Otero County,NM,Micropolitan,144
Quay County,NM,Noncore,25
Rio Arriba County,NM,Micropolitan,97
Roosevelt County,NM,Micropolitan,50
Sandoval County,NM,Medium metro,785
San Juan County,NM,Small metro,782
San Miguel County,NM,Micropolitan,35
Santa Fe County,NM,Small metro,433
Sierra County,NM,Noncore,60
Socorro County,NM,Noncore,35
Taos County,NM,Micropolitan,81
Torrance County,NM,Medium metro,16
Union County,NM,Noncore,
Valencia County,NM,Medium metro,95
Churchill County,NV,Micropolitan,109
Clark County,NV,Large central metro,9153
Douglas County,NV,Micropolitan,60
Elko County,NV,Micropolitan,105
Esmeralda County,NV,Noncore,
Eureka County,NV,Micropolitan,
Humboldt County,NV,Micropolitan,44
Lander County,NV,Noncore,
Lincoln County,NV,Noncore,
Lyon County,NV,Micropolitan,57
Mineral County,NV,Noncore,
Nye County,NV,Micropolitan,75
Pershing County,NV,Noncore,14
Storey County,NV,Medium metro,
Washoe County,NV,Medium metro,1609
White Pine County,NV,Noncore,18
Carson City,NV,Small metro,391
Albany County,NY,Medium metro,1164
Allegany County,NY,Noncore,117
Bronx County,NY,Large central metro,6951
Broome County,NY,Small metro,866
Cattaraugus County,NY,Micropolitan,271
Cayuga County,NY,Micropolitan,153
Chautauqua County,NY,Micropolitan,387
Chemung County,NY,Small metro,354
Chenango County,NY,Noncore,128
Clinton County,NY,Micropolitan,155
Columbia County,NY,Micropolitan,216
Cortland County,NY,Micropolitan,128
Delaware County,NY,Noncore,72
Dutchess County,NY,Large fringe metro,955
Erie County,NY,Large central metro,3921
Essex County,NY,Noncore,55
Franklin County,NY,Micropolitan,58
Fulton County,NY,Micropolitan,180
Genesee County,NY,Micropolitan,227
Greene County,NY,Noncore,32
Hamilton County,NY,Noncore,
Herkimer County,NY,Medium metro,103
Jefferson County,NY,Small metro,181
Kings County,NY,Large central metro,10816
Lewis County,NY,Noncore,39
Livingston County,NY,Large fringe metro,117
Madison County,NY,Medium metro,173
Monroe County,NY,Large central metro,2541
Montgomery County,NY,Micropolitan,231
Nassau County,NY,Large fringe metro,6408
New York County,NY,Large central metro,7334
Niagara County,NY,Large fringe metro,588
Oneida County,NY,Medium metro,1024
Onondaga County,NY,Medium metro,1739
Ontario County,NY,Large fringe metro,316
Orange County,NY,Large fringe metro,1343
Orleans County,NY,Large fringe metro,89
Oswego County,NY,Medium metro,171
Otsego County,NY,Micropolitan,234
Putnam County,NY,Large fringe metro,131
Queens County,NY,Large central metro,9259
Rensselaer County,NY,Medium metro,316
Richmond County,NY,Large central metro,2243
Rockland County,NY,Large fringe metro,1300
St. Lawrence County,NY,Micropolitan,268
Saratoga County,NY,Medium metro,324
Schenectady County,NY,Medium metro,388
Schoharie County,NY,Medium metro,24
Schuyler County,NY,Noncore,11
Seneca County,NY,Micropolitan,52
Steuben County,NY,Micropolitan,280
Suffolk County,NY,Large fringe metro,6298
Sullivan County,NY,Noncore,145
Tioga County,NY,Small metro,73
Tompkins County,NY,Small metro,137
Ulster County,NY,Small metro,312
Warren County,NY,Small metro,287
Washington County,NY,Small metro,80
Wayne County,NY,Large fringe metro,163
Westchester County,NY,Large fringe metro,3761
Wyoming County,NY,Noncore,94
Yates County,NY,Large fringe metro,42
Adams County,OH,Noncore,95
Allen County,OH,Small metro,858
Ashland County,OH,Micropolitan,205
Ashtabula County,OH,Micropolitan,422
Athens County,OH,Micropolitan,126
Auglaize County,OH,Micropolitan,133
Belmont County,OH,Small metro,172
Brown County,OH,Large fringe metro,64
Butler County,OH,Large fringe metro,1224
Carroll County,OH,Medium metro,32
Champaign County,OH,Micropolitan,58
Clark County,OH,Small metro,613
Clermont County,OH,Large fringe metro,314
Clinton County,OH,Micropolitan,149
Columbiana County,OH,Micropolitan,436
Coshocton County,OH,Micropolitan,85
Crawford County,OH,Micropolitan,223
Cuyahoga County,OH,Large central metro,5829
Darke County,OH,Micropolitan,158
Defiance County,OH,Micropolitan,176
Delaware County,OH,Large fringe metro,192
Erie County,OH,Micropolitan,372
Fairfield County,OH,Large fringe metro,507
Fayette County,OH,Micropolitan,77
Franklin County,OH,Large central metro,4927
Fulton County,OH,Medium metro,115
Gallia County,OH,Micropolitan,246
Geauga County,OH,Large fringe metro,404
Greene County,OH,Medium metro,537
Guernsey County,OH,Micropolitan,124
Hamilton County,OH,Large central metro,3497
Hancock County,OH,Micropolitan,436
Hardin County,OH,Noncore,47
Harrison County,OH,Noncore,42
Henry County,OH,Noncore,64
Highland County,OH,Noncore,99
Hocking County,OH,Large fringe metro,62
Holmes County,OH,Noncore,203
Huron County,OH,Micropolitan,183
Jackson County,OH,Micropolitan,74
Jefferson County,OH,Small metro,336
Knox County,OH,Micropolitan,199
Lake County,OH,Large fringe metro,668
Lawrence County,OH,Medium metro,75
Licking County,OH,Large fringe metro,479
Logan County,OH,Micropolitan,117
Lorain County,OH,Large fringe metro,1107
Lucas County,OH,Medium metro,2535
Madison County,OH,Large fringe metro,68
Mahoning County,OH,Medium metro,1496
Marion County,OH,Micropolitan,438
Medina County,OH,Large fringe metro,357
Meigs County,OH,Noncore,37
Mercer County,OH,Micropolitan,115
Miami County,OH,Medium metro,410
Monroe County,OH,Noncore,24
Montgomery County,OH,Medium metro,3298
Morgan County,OH,Noncore,44
Morrow County,OH,Large fringe metro,39
Muskingum County,OH,Micropolitan,462
Noble County,OH,Noncore,44
Ottawa County,OH,Micropolitan,93
Paulding County,OH,Noncore,44
Perry County,OH,Large fringe metro,53
Pickaway County,OH,Large fringe metro,179
Pike County,OH,Noncore,48
Portage County,OH,Medium metro,412
Preble County,OH,Noncore,51
Putnam County,OH,Noncore,80
Richland County,OH,Small metro,583
Ross County,OH,Micropolitan,467
Sandusky County,OH,Micropolitan,216
Scioto County,OH,Micropolitan,397
Seneca County,OH,Micropolitan,150
Shelby County,OH,Micropolitan,123
Stark County,OH,Medium metro,2201
Summit County,OH,Medium metro,2191
Trumbull County,OH,Medium metro,812
Tuscarawas County,OH,Micropolitan,470
Union County,OH,Large fringe metro,109
Van Wert County,OH,Micropolitan,110
Vinton County,OH,Noncore,24
Warren County,OH,Large fringe metro,511
Washington County,OH,Micropolitan,414
Wayne County,OH,Micropolitan,439
Williams County,OH,Noncore,126
Wood County,OH,Medium metro,267
Wyandot County,OH,Noncore,58
Adair County,OK,Noncore,40
Alfalfa County,OK,Noncore,
Atoka County,OK,Noncore,38
Beaver County,OK,Noncore,
Beckham County,OK,Micropolitan,118
Blaine County,OK,Noncore,22
Bryan County,OK,Micropolitan,216
Caddo County,OK,Noncore,91
Canadian County,OK,Large fringe metro,245
Carter County,OK,Micropolitan,274
Cherokee County,OK,Micropolitan,239
Choctaw County,OK,Noncore,48
Cimarron County,OK,Noncore,
Cleveland County,OK,Large fringe metro,862
Coal County,OK,Noncore,14
Comanche County,OK,Small metro,489
Cotton County,OK,Small metro,14
Craig County,OK,Noncore,37
Creek County,OK,Medium metro,116
Custer County,OK,Micropolitan,114
Delaware County,OK,Noncore,159
Dewey County,OK,Noncore,30
Ellis County,OK,Noncore,
Garfield County,OK,Micropolitan,370
Garvin County,OK,Noncore,80
Grady County,OK,Large fringe metro,148
Grant County,OK,Noncore,
Greer County,OK,Noncore,30
Harmon County,OK,Noncore,
Harper County,OK,Noncore,
Haskell County,OK,Noncore,23
Hughes County,OK,Noncore,38
Jackson County,OK,Micropolitan,124
Jefferson County,OK,Noncore,16
Johnston County,OK,Noncore,26
Kay County,OK,Micropolitan,200
Kingfisher County,OK,Noncore,48
Kiowa County,OK,Noncore,35
Latimer County,OK,Noncore,29
Le Flore County,OK,Medium metro,69
Lincoln County,OK,Large fringe metro,52
Logan County,OK,Large fringe metro,78
Love County,OK,Noncore,45
McClain County,OK,Large fringe metro,50
McCurtain County,OK,Noncore,99
McIntosh County,OK,Noncore,30
Major County,OK,Noncore,27
Marshall County,OK,Noncore,18
Mayes County,OK,Noncore,61
Murray County,OK,Noncore,70
Muskogee County,OK,Micropolitan,472
Noble County,OK,Noncore,25
Nowata County,OK,Noncore,19
Okfuskee County,OK,Noncore,29
Oklahoma County,OK,Large central metro,4891
Okmulgee County,OK,Medium metro,94
Osage County,OK,Medium metro,57
Ottawa County,OK,Micropolitan,117
Pawnee County,OK,Medium metro,27
Payne County,OK,Micropolitan,183
Pittsburg County,OK,Micropolitan,253
Pontotoc County,OK,Micropolitan,227
Pottawatomie County,OK,Micropolitan,365
Pushmataha County,OK,Noncore,28
Roger Mills County,OK,Noncore,
Rogers County,OK,Medium metro,194
Seminole County,OK,Noncore,51
Sequoyah County,OK,Medium metro,70
Stephens County,OK,Micropolitan,256
Texas County,OK,Micropolitan,39
Tillman County,OK,Noncore,
Tulsa County,OK,Medium metro,4278
Wagoner County,OK,Medium metro,75
Washington County,OK,Micropolitan,384
Washita County,OK,Noncore,27
Woods County,OK,Noncore,33
Woodward County,OK,Micropolitan,97
Baker County,OR,Noncore,29
Benton County,OR,Small metro,140
Clackamas County,OR,Large fringe metro,667
Clatsop County,OR,Micropolitan,47
Columbia County,OR,Large fringe metro,28
Coos County,OR,Micropolitan,132
Crook County,OR,Micropolitan,43
Curry County,OR,Micropolitan,39
Deschutes County,OR,Small metro,541
Douglas County,OR,Micropolitan,350
Gilliam County,OR,Noncore,
Grant County,OR,Noncore,
Harney County,OR,Noncore,21
Hood River County,OR,Micropolitan,33
Jackson County,OR,Small metro,611
Jefferson County,OR,Noncore,29
Josephine County,OR,Small metro,332
Klamath County,OR,Micropolitan,227
Lake County,OR,Noncore,17
Lane County,OR,Medium metro,654
Lincoln County,OR,Micropolitan,76
Linn County,OR,Small metro,197
Malheur County,OR,Micropolitan,50
Marion County,OR,Medium metro,776
Morrow County,OR,Micropolitan,
Multnomah County,OR,Large central metro,1801
Polk County,OR,Medium metro,47
Tillamook County,OR,Noncore,52
Umatilla County,OR,Micropolitan,151
Union County,OR,Micropolitan,71
Wallowa County,OR,Noncore,18
Wasco County,OR,Micropolitan,66
Washington County,OR,Large fringe metro,852
Yamhill County,OR,Large fringe metro,180
Adams County,PA,Small metro,295
Allegheny County,PA,Large central metro,5164
Armstrong County,PA,Large fringe metro,236
Beaver County,PA,Large fringe metro,666
Bedford County,PA,Noncore,118
Berks County,PA,Medium metro,1558
Blair County,PA,Small metro,853
Bradford County,PA,Micropolitan,383
Bucks County,PA,Large fringe metro,1921
Butler County,PA,Large fringe metro,780
Cambria County,PA,Small metro,752
Cameron County,PA,Noncore,
Carbon County,PA,Medium metro,218
Centre County,PA,Small metro,394
Chester County,PA,Large fringe metro,1409
Clarion County,PA,Noncore,146
Clearfield County,PA,Micropolitan,454
Clinton County,PA,Micropolitan,47
Columbia County,PA,Small metro,133
Crawford County,PA,Micropolitan,322
Cumberland County,PA,Medium metro,1165
Dauphin County,PA,Medium metro,1432
Delaware County,PA,Large fringe metro,1844
Elk County,PA,Noncore,70
Erie County,PA,Medium metro,1173
Fayette County,PA,Large fringe metro,598
Forest County,PA,Noncore,22
Franklin County,PA,Small metro,791
Fulton County,PA,Noncore,45
Greene County,PA,Noncore,72
Huntingdon County,PA,Micropolitan,169
Indiana County,PA,Micropolitan,355
Jefferson County,PA,Noncore,192
Juniata County,PA,Noncore,86
Lackawanna County,PA,Medium metro,985
Lancaster County,PA,Medium metro,1948
Lawrence County,PA,Micropolitan,379
Lebanon County,PA,Small metro,449
Lehigh County,PA,Medium metro,2246
Luzerne County,PA,Medium metro,1533
Lycoming County,PA,Small metro,674
McKean County,PA,Micropolitan,129
Mercer County,PA,Medium metro,468
Mifflin County,PA,Micropolitan,367
Monroe County,PA,Small metro,549
Montgomery County,PA,Large fringe metro,3275
Montour County,PA,Small metro,833
Northampton County,PA,Medium metro,860
Northumberland County,PA,Micropolitan,280
Perry County,PA,Medium metro,65
Philadelphia County,PA,Large central metro,5196
Pike County,PA,Large fringe metro,38
Potter County,PA,Noncore,73
Schuylkill County,PA,Micropolitan,541
Snyder County,PA,Micropolitan,33
Somerset County,PA,Micropolitan,393
Sullivan County,PA,Noncore,21
Susquehanna County,PA,Noncore,87
Tioga County,PA,Noncore,166
Union County,PA,Micropolitan,251
Venango County,PA,Micropolitan,215
Warren County,PA,Micropolitan,167
Washington County,PA,Large fringe metro,681
Wayne County,PA,Noncore,188
Westmoreland County,PA,Large fringe metro,1086
Wyoming County,PA,Medium metro,47
York County,PA,Medium metro,1576
Bristol County,RI,Large fringe metro,94
Kent County,RI,Large fringe metro,499
Newport County,RI,Large fringe metro,93
Providence County,RI,Large central metro,2928
Washington County,RI,Large fringe metro,223
Abbeville County,SC,Micropolitan,38
Aiken County,SC,Medium metro,474
Allendale County,SC,Noncore,
Anderson County,SC,Medium metro,1058
Bamberg County,SC,Noncore,25
Barnwell County,SC,Noncore,21
Beaufort County,SC,Small metro,381
Berkeley County,SC,Medium metro,319
Calhoun County,SC,Medium metro,27
Charleston County,SC,Medium metro,1662
Cherokee County,SC,Micropolitan,107
Chester County,SC,Large fringe metro,60
Chesterfield County,SC,Noncore,141
Clarendon County,SC,Noncore,91
Colleton County,SC,Noncore,227
Darlington County,SC,Small metro,283
Dillon County,SC,Noncore,90
Dorchester County,SC,Medium metro,313
Edgefield County,SC,Medium metro,30
Fairfield County,SC,Medium metro,47
Florence County,SC,Small metro,1311
Georgetown County,SC,Micropolitan,383
Greenville County,SC,Medium metro,2444
Greenwood County,SC,Micropolitan,462
Hampton County,SC,Noncore,60
Horry County,SC,Medium metro,1329
Jasper County,SC,Small metro,118
Kershaw County,SC,Medium metro,199
Lancaster County,SC,Large fringe metro,251
Laurens County,SC,Medium metro,224
Lee County,SC,Noncore,18
Lexington County,SC,Medium metro,994
McCormick County,SC,Noncore,13
Marion County,SC,Noncore,102
Marlboro County,SC,Micropolitan,16
Newberry County,SC,Micropolitan,135
Oconee County,SC,Micropolitan,396
Orangeburg County,SC,Micropolitan,441
Pickens County,SC,Medium metro,434
Richland County,SC,Medium metro,1434
Saluda County,SC,Medium metro,34
Spartanburg County,SC,Medium metro,1994
Sumter County,SC,Small metro,414
Union County,SC,Medium metro,46
Williamsburg County,SC,Noncore,64
York County,SC,Large fringe metro,726
Aurora County,SD,Noncore,
Beadle County,SD,Micropolitan,49
Bennett County,SD,Noncore,11
Bon Homme County,SD,Noncore,22
Brookings County,SD,Micropolitan,50
Brown County,SD,Micropolitan,156
Brule County,SD,Noncore,20
Buffalo County,SD,Noncore,
Butte County,SD,Noncore,22
Charles Mix County,SD,Noncore,16
Clark County,SD,Noncore,
Clay County,SD,Micropolitan,14
Codington County,SD,Micropolitan,86
Corson County,SD,Noncore,
Custer County,SD,Small metro,16
Davison County,SD,Micropolitan,87
Day County,SD,Noncore,34
Deuel County,SD,Noncore,
Dewey County,SD,Noncore,
Douglas County,SD,Noncore,19
Edmunds County,SD,Micropolitan,13
Fall River County,SD,Noncore,21
Faulk County,SD,Noncore,12
Grant County,SD,Noncore,39
Gregory County,SD,Noncore,25
Haakon County,SD,Noncore,12
Hamlin County,SD,Noncore,39
Hand County,SD,Noncore,10
Hughes County,SD,Micropolitan,68
Hutchinson County,SD,Noncore,30
Hyde County,SD,Noncore,
Jackson County,SD,Noncore,
Jerauld County,SD,Noncore,18
Kingsbury County,SD,Noncore,
Lake County,SD,Noncore,24
Lawrence County,SD,Micropolitan,62
Lincoln County,SD,Small metro,71
Lyman County,SD,Noncore,
McCook County,SD,Small metro,25
McPherson County,SD,Noncore,
Marshall County,SD,Noncore,
Meade County,SD,Small metro,72
Mellette County,SD,Noncore,
Miner County,SD,Noncore,
Minnehaha County,SD,Small metro,1272
Moody County,SD,Noncore,16
Pennington County,SD,Small metro,456
Perkins County,SD,Noncore,
Potter County,SD,Noncore,
Roberts County,SD,Noncore,34
Sanborn County,SD,Noncore,
Shannon County,SD,Noncore,11
Spink County,SD,Noncore,33
Stanley County,SD,Micropolitan,
Todd County,SD,Noncore,18
Tripp County,SD,Noncore,10
Turner County,SD,Small metro,45
Union County,SD,Small metro,12
Walworth County,SD,Noncore,21
Yankton County,SD,Micropolitan,113
Ziebach County,SD,Noncore,13
Anderson County,TN,Medium metro,379
Bedford County,TN,Micropolitan,117
Benton County,TN,Noncore,29
Bledsoe County,TN,Noncore,14
Blount County,TN,Medium metro,461
Bradley County,TN,Small metro,405
Campbell County,TN,Medium metro,119
Cannon County,TN,Large fringe metro,35
Carroll County,TN,Noncore,121
Carter County,TN,Small metro,240
Cheatham County,TN,Large fringe metro,30
Chester County,TN,Small metro,21
Claiborne County,TN,Noncore,148
Clay County,TN,Noncore,29
Cocke County,TN,Micropolitan,204
Coffee County,TN,Micropolitan,203
Crockett County,TN,Small metro,46
Cumberland County,TN,Micropolitan,290
Davidson County,TN,Large central metro,3759
Decatur County,TN,Noncore,16
DeKalb County,TN,Noncore,40
Dickson County,TN,Large fringe metro,340
Dyer County,TN,Micropolitan,202
Fayette County,TN,Large fringe metro,39
Fentress County,TN,Noncore,36
Franklin County,TN,Micropolitan,175
Gibson County,TN,Noncore,98
Giles County,TN,Noncore,109
Grainger County,TN,Medium metro,29
Greene County,TN,Micropolitan,240
Grundy County,TN,Noncore,13
Hamblen County,TN,Small metro,380
Hamilton County,TN,Medium metro,2128
Hancock County,TN,Noncore,11
Hardeman County,TN,Noncore,38
Hardin County,TN,Noncore,84
Hawkins County,TN,Medium metro,59
Haywood County,TN,Noncore,23
Henderson County,TN,Noncore,77
Henry County,TN,Micropolitan,122
Hickman County,TN,Large fringe metro,22
Houston County,TN,Noncore,28
Humphreys County,TN,Noncore,29
Jackson County,TN,Micropolitan,13
Jefferson County,TN,Small metro,249
Johnson County,TN,Noncore,36
Knox County,TN,Medium metro,2512
Lake County,TN,Noncore,10
Lauderdale County,TN,Noncore,31
Lawrence County,TN,Micropolitan,121
Lewis County,TN,Noncore,17
Lincoln County,TN,Noncore,97
Loudon County,TN,Medium metro,120
McMinn County,TN,Micropolitan,159
McNairy County,TN,Noncore,40
Macon County,TN,Large fringe metro,39
Madison County,TN,Small metro,1357
Marion County,TN,Medium metro,36
Marshall County,TN,Micropolitan,37
Maury County,TN,Large fringe metro,604
Meigs County,TN,Noncore,11
Monroe County,TN,Noncore,198
Montgomery County,TN,Medium metro,501
